ogr_DogID,Age,Breed,Color,Sex,GoodAppetite,FoodAmount,Weight,Health,StoolFirm,EnergyLevel,EliminationInCrate,QuietInCrate,RespondsToCommandKennel,NoInappropriateChewing,Housemanners,LeftUnattended,EliminationInHouse,PlaybitePeople,StealsFood,OnFurniture,BarksExcessively,RaidsGarbage,CounterSurfingJumpOnDoors,JumpOnPeople,FriendlyWAnimals,GoodWKids,GoodWStrangers,WalksWellOnLeash,KnowCommandGetBusy,EliminatesOnRoute,ChasingAnimals,TrafficFear,NoiseFear,Stairs,SitsOnCommand,DownOnCommand,StaysOnCommand,ComeOnLeash,ComeOffLeash,CanGivePills,EarCleaning,NailCutting,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
15714,12,2,1,1,1,1,58.7,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,5,4,3,3,3,5,4,5,4,4,5,4,3,5,4,5,5,3,5,0
15713,6,2,1,0,1,3,60,5,5,5,5,5,4,5,5,4,5,5,5,4,4,4,5,3,5,5,5,4,5,5,4,4,0,5,4,4,4,5,4,5,4,4,5,4,5,1
15712,6,2,1,0,1,1,50,5,5,5,5,2,3,5,3,5,5,5,4,3,4,5,4,3,5,5,5,4,3,5,4,5,5,5,5,5,4,5,5,1,3,1,5,4,1,0
15710,13,2,5,1,1,3.5,52,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,5,4,5,5,5,3,5,5,4,4,4,5,5,4,5,5,4,5,5,3,5,4,5,1
15710,10,2,5,1,1,3,53.5,3,5,4,5,4,5,3,3,3,5,5,5,5,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,4,4,5,3,5,3,1,5,4,5,1
15710,3,2,5,1,1,3,16,3,2,5,5,3,3,5,5,4,4,4,5,0,2,5,5,4,5,5,5,4,4,5,4,5,4,3,5,4,5,5,5,5,5,5,5,5,5,1
15709,14,2,1,0,1,4,85,5,5,3,5,5,4,5,4,1,5,3,5,5,5,5,5,4,5,5,5,4,3,3,5,5,5,5,3,3,3,4,3,5,5,5,5,3,5,0
15709,8,2,1,0,1,3,62,5,5,4,5,5,4,4,3,3,5,4,5,3,2,4,5,2,4,3,3,1,3,4,4,4,5,5,5,4,4,5,3,5,4,4,5,3,5,0
15708,14,2,1,0,1,2.5,70,5,4,4,5,5,5,5,5,4,4,4,5,5,3,5,5,5,4,4,4,3,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,0
15708,8,2,1,0,1,3.5,68,3,4,4,3,5,4,4,5,3,4,5,5,5,4,3,5,5,4,5,3,3,4,3,3,3,4,4,4,4,4,4,3,5,4,3,4,4,4,0
15707,13,2,1,1,1,1,60,4,5,5,5,5,4,4,4,5,5,4,5,4,5,3,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,5,3,5,4,5,0
15707,7,2,1,1,1,1,44,3,3,5,4,3,5,4,4,4,5,4,4,3,4,3,3,3,5,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,4,3,5,4,1,0
15707,7,2,1,1,1,1,44,3,3,5,4,3,5,4,4,4,5,4,4,3,4,3,3,3,5,4,4,4,4,4,4,4,4,4,5,4,5,0,5,5,4,3,5,4,1,0
15703,11,2,1,0,1,1,54.8,4,4,5,4,3,5,4,3,0,5,4,4,5,3,4,4,4,5,5,5,4,5,4,4,5,4,5,5,5,4,4,5,5,5,4,5,5,5,0
15703,7,2,1,0,1,1,40,4,5,5,5,4,5,2,2,2,5,3,5,3,4,2,2,3,5,4,4,4,5,5,4,5,5,5,4,4,4,5,5,5,4,4,5,5,3,0
15702,4,2,1,1,1,3,37.2,5,4,5,5,3,5,3,4,4,4,3,5,3,3,5,4,1,5,5,5,2,5,3,3,4,5,4,4,4,3,5,5,4,4,5,5,3,0,1
15701,3,2,1,0,1,1,16,5,5,5,5,4,5,4,5,3,4,4,4,4,4,4,4,3,5,5,5,4,5,4,4,3,5,3,4,4,4,4,4,5,5,5,5,5,3,1
15701,8,2,1,0,1,3,48,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,1
15701,15,2,1,0,1,3,60.6,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,1
15700,12,2,1,1,1,2.5,56,5,5,4,5,5,4,4,5,4,5,5,5,4,4,5,5,3,5,5,5,4,3,5,5,5,5,3,4,5,5,5,4,5,5,3,5,4,3,1
15700,5,2,1,1,1,2,38,5,5,5,5,5,5,3,4,2,5,4,4,4,3,5,5,3,5,5,5,3,5,5,5,3,5,5,5,3,4,5,4,0,5,3,5,4,0,1
15700,10,2,1,1,1,1,55,5,5,3,5,2,5,4,5,4,5,5,5,5,3,5,5,3,4,5,5,4,5,4,5,4,5,2,5,5,5,5,4,5,4,1,5,4,4,1
15699,12,2,1,1,1,3,54,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,5,4,5,4,5,5,5,4,5,4,5,5,5,5,4,4,0
15699,8,2,1,1,1,1,51,4,4,5,5,5,4,4,4,4,5,5,4,3,5,5,5,4,5,5,5,3,5,5,5,5,5,4,4,4,4,5,4,5,5,5,5,4,3,0
15699,5,2,1,1,1,3,28,5,5,5,5,5,4,4,5,4,5,4,5,3,5,0,4,4,5,5,5,4,4,4,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,0
15698,4,2,1,0,1,1,36,5,5,5,4,4,3,5,5,2,5,3,4,4,4,5,5,3,5,4,4,3,4,5,5,3,4,3,5,5,3,5,5,5,1,4,5,4,1,1
15697,7,2,1,0,1,3,64,5,5,5,5,3,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,4,5,0,4,5,4,5,4,4,5,5,5,1
15697,14,2,1,0,1,3,71,5,4,5,5,4,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,4,5,5,4,4,4,5,5,4,5,5,5,1
15696,5,2,5,1,1,1,38,5,5,4,5,4,4,3,3,5,4,2,4,4,4,2,2,3,5,5,4,3,5,4,3,5,5,5,5,4,5,4,4,5,5,4,5,4,3,0
15696,13,2,5,1,1,3,63.5,4,5,4,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,4,5,0
15693,12,2,1,0,1,4,76,5,5,0,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,3,5,1
15693,5,2,1,0,1,3,40,5,5,5,5,4,5,4,0,5,4,0,5,4,4,5,4,3,5,5,5,4,5,5,3,4,4,5,5,5,5,5,5,5,5,2,5,5,5,1
15689,13,1,3,0,1,42433,67,4,4,5,5,5,5,4,4,4,5,3,5,5,4,3,5,3,4,4,4,4,4,3,4,4,3,4,4,4,4,5,4,4,4,3,4,4,5,0
15689,5,1,5,0,1,38049,45,5,4,4,5,5,3,2,3,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,5,4,4,0
15689,9,1,3,0,1,1,68,5,5,5,5,5,4,3,4,3,5,3,4,3,4,3,4,3,4,4,5,4,4,3,3,4,4,4,4,4,4,4,3,5,5,4,4,4,4,0
15686,6,1,5,0,1,4,50,5,5,5,5,5,4,4,4,5,5,3,4,4,5,5,5,4,5,5,5,3,4,4,2,5,4,5,5,5,4,4,2,5,5,4,5,4,3,0
15686,12,1,5,0,1,3,60,5,4,4,4,5,5,5,3,5,5,3,4,5,3,4,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,4,3,5,4,3,5,3,4,0
15685,15,1,5,0,1,6,60,4,5,5,5,4,4,4,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4,5,4,4,4,4,5,4,1,1
15685,8,1,3,0,1,1,50,5,3,4,5,4,3,4,4,4,5,3,5,4,3,4,5,3,5,5,5,5,5,5,4,4,4,5,5,4,4,5,3,0,4,4,5,3,1,1
15668,13,4,4,0,1,1,90,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1
15668,4,4,4,0,1,1,30,5,5,4,4,4,5,4,4,4,4,4,5,5,4,5,4,4,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5,3,4,5,5,1,1
15668,7,4,4,0,1,1,60,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,0,5,5,5,5,4,5,5,1,1
15667,13,4,2,0,1,4,86,4,5,0,0,5,5,4,4,5,5,0,5,5,4,5,5,3,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1
15667,6,4,2,0,1,6,52,5,5,5,5,4,5,4,4,5,0,5,5,5,4,4,4,3,5,5,5,5,5,5,5,0,4,5,5,5,4,5,4,5,5,5,5,4,5,1
15667,4,4,2,0,1,4,32,3,4,5,5,4,5,3,5,5,5,4,5,5,5,5,3,4,5,5,5,4,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,1
15666,12,4,2,0,1,4,89,5,5,3,0,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,3,5,5,3,5,3,5,5,5,4,5,0,5,5,4,5,1,3,1
15666,4,4,2,0,1,1,40,5,4,4,5,5,3,4,4,3,5,3,5,5,4,4,5,4,4,3,5,4,5,4,4,4,5,5,5,4,3,4,2,5,5,5,4,3,5,1
15664,6,2,5,0,1,1,50,4,5,5,4,4,4,4,4,4,4,4,2,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,0
15662,13,2,5,1,1,1,55,5,4,4,5,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,1
15662,10,2,5,1,1,4,55,5,5,5,5,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,1
15660,12,2,5,0,1,2.5,69,5,5,5,5,4,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1
15660,7,2,5,0,1,3.5,51,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1
15659,9,2,5,1,1,1,50,4,4,5,5,4,5,4,4,5,5,5,3,5,3,3,4,4,5,5,5,4,5,5,3,5,5,5,5,5,4,4,4,5,5,3,5,4,4,0
15659,12,2,5,1,1,2.5,53,4,4,5,5,4,4,5,4,5,5,5,4,5,4,3,4,4,5,5,5,4,5,5,3,5,5,5,4,4,4,4,4,5,5,3,5,4,4,0
15659,3,2,5,1,1,3,18.5,4,4,4,5,3,4,1,3,2,3,3,5,4,4,5,5,2,4,5,5,1,5,4,3,5,5,5,5,5,5,5,4,5,5,5,5,3,3,0
15659,6,2,5,1,1,3,46.5,4,4,5,5,4,5,5,4,4,5,5,5,3,4,4,5,4,4,5,5,4,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,3,5,0
15657,15,2,5,1,1,3.25,61,4,5,5,5,5,5,5,5,0,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0
15656,5,2,5,0,1,5,36,4,5,3,5,2,4,3,3,1,5,2,5,4,3,2,5,2,3,3,3,3,4,3,2,4,4,3,5,5,3,5,4,4,3,5,5,4,4,1
15656,11,2,5,0,1,4,71,4,4,4,5,5,4,4,5,5,5,4,4,5,4,5,5,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,5,4,5,5,3,4,1
15653,3,1,5,0,1,1.25,29,2,5,4,5,3,3,5,4,1,3,4,5,5,2,5,5,2,5,5,5,4,2,2,1,4,4,5,3,3,2,5,5,4,4,4,4,3,1,0
15653,13,1,5,0,1,3.5,50.8,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,3,5,5,5,3,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,5,0
15653,6,1,5,0,1,3,43.7,3,4,5,3,3,4,5,4,4,3,4,4,3,3,5,5,3,3,5,5,4,3,3,2,5,3,3,4,4,4,4,5,3,5,1,5,4,4,0
15645,6,4,2,0,1,1,55,4,5,3,3,5,5,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,5,4,3,5,4,5,4,5,4,4,4,5,4,4,5,3,5,0
15644,13,4,4,1,1,5,76,5,3,4,5,5,5,5,4,4,5,4,4,5,4,5,4,4,4,4,5,4,5,5,4,5,5,5,4,5,4,4,4,5,5,5,4,3,5,0
15643,16,4,4,0,1,6,81,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,3,5,5,4,4,4,3,4,5,4,4,4,4,4,3,4,4,5,5,4,5,1
15643,6,4,4,0,1,4.5,65,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,3,5,4,3,4,3,3,4,3,5,4,5,1
15643,4,4,4,0,1,4.5,51,5,5,5,5,4,3,5,5,5,5,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,0,3,5,4,3,4,3,3,3,4,5,4,4,1
15643,11,4,4,0,1,5,78.3,3,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,3,4,4,4,4,4,1,5,4,3,4,3,3,4,5,5,4,5,1
15642,9,4,2,0,1,5,92,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,4,5,5,4,3,4,4,4,5,0,5,4,4,4,0
15642,6,4,2,0,1,6,79,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,0
15642,13,4,2,0,1,4,95,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,4,4,5,4,5,5,5,5,4,5,0
15641,9,1,5,0,1,4,70,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,3,5,4,4,3,4,4,4,4,4,4,5,5,5,4,5,4,5,0
15641,6,1,5,0,1,3.5,53,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,3,5,4,4,3,4,4,4,4,4,4,5,5,5,5,5,4,5,0
15641,14,1,3,0,1,1,82,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,3,5,4,4,3,3,5,5,5,4,5,5,5,5,5,5,5,5,0
15641,12,1,3,0,1,1,79,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,3,5,5,5,3,5,4,4,4,4,2,5,5,4,5,5,5,4,4,5,5,5,0
15641,18,1,3,0,1,1,82,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,2,4,5,5,4,4,3,4,5,4,4,5,5,5,5,4,5,5,5,0
15641,3,1,5,0,1,1,18.7,5,5,4,5,4,4,3,3,1,3,3,5,3,4,5,4,4,5,5,5,3,5,5,4,3,3,3,3,3,1,5,5,5,5,4,1,5,5,0
15639,12,1,5,1,1,1,60,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,4,4,5,4,4,5,5,5,0
15639,3,1,3,1,1,1,14.1,4,5,5,5,5,3,5,5,1,2,2,5,5,5,5,5,5,5,5,5,1,5,3,3,3,2,4,5,5,1,3,5,5,4,2,4,4,3,0
15639,6,1,5,1,1,2.5,43.5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5,5,5,0
15639,9,1,5,1,1,4,56,5,5,5,5,5,4,5,5,5,5,2,5,4,5,5,5,2,5,5,5,2,5,5,4,4,4,3,5,4,5,4,3,5,5,4,5,4,5,0
15639,15,1,5,1,1,1,64,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,4,5,4,5,5,4,5,5,4,5,4,4,5,5,5,0
15639,18,1,5,1,1,1,63.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,5,3,3,5,5,5,0
15638,5,1,3,0,1,1,43,5,4,4,5,4,3,2,5,4,5,2,3,4,4,4,4,3,4,5,5,3,5,4,3,4,4,4,5,5,3,4,4,5,4,5,4,4,3,0
15638,11,1,3,0,1,1,70,4,4,4,5,4,4,4,5,5,5,4,5,4,5,5,5,3,5,5,4,4,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,0
15636,9,2,5,1,1,1,55,5,5,5,5,5,4,4,5,4,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1
15636,6,2,5,1,1,4,45,5,5,5,5,5,4,4,5,3,5,0,4,5,5,4,5,4,5,5,5,5,4,4,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,1
15636,15,2,5,1,1,3,59,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1
15636,3,2,5,1,1,3,20.02,5,5,5,5,5,3,3,3,1,4,3,5,4,5,5,5,4,5,5,5,2,4,5,4,5,5,4,4,4,4,4,4,5,4,5,5,5,3,1
15636,11,2,5,1,1,4,58,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,1
15634,6,2,1,0,1,4,49,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,4,5,1
15634,3,2,1,0,1,3,14,5,5,5,5,4,5,2,4,3,2,2,2,3,4,5,5,3,5,5,5,4,3,4,4,4,3,5,5,4,4,5,5,5,5,4,5,5,3,1
15634,8,2,1,0,1,4,65,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,1
15634,15,2,1,0,1,1,71.5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,1
15634,12,2,1,0,1,1,69,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,3,1
15629,3,2,1,1,1,1,21,5,4,5,5,4,5,3,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,3,5,5,5,4,3,0
15629,9,2,1,1,1,1,48,5,5,5,5,3,5,5,5,5,5,4,5,5,4,4,5,5,5,4,5,4,5,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,0
15629,13,2,1,1,1,1,48,5,5,5,5,3,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,4,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,0
15627,9,2,1,0,1,5,65,3,5,3,5,4,5,5,5,4,5,4,4,4,2,5,4,3,4,4,5,3,4,4,3,5,5,5,5,5,4,4,3,5,5,5,5,2,5,0
15627,3,2,1,0,1,1,23.5,4,5,5,5,5,5,3,3,5,5,3,5,4,4,5,5,3,4,3,4,3,4,5,2,5,5,5,4,4,4,5,5,5,5,5,5,3,5,0
15627,6,2,1,0,1,4,52,5,5,2,5,3,5,4,4,4,5,3,4,5,3,4,4,4,4,5,5,3,5,5,4,0,5,5,5,5,5,5,3,5,5,5,5,2,5,0
15627,12,2,1,0,1,1,73,4,5,2,4,3,4,5,0,4,5,4,5,5,3,5,4,4,4,5,5,3,5,4,3,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0
15625,13,2,5,0,1,5,82,5,4,5,4,4,4,3,3,2,5,3,3,5,3,4,3,4,5,5,5,5,3,5,1,4,3,5,4,4,4,4,3,5,5,3,5,4,4,1
15625,6,2,5,0,1,5,64,5,3,4,5,3,1,2,4,3,4,2,2,3,2,1,2,3,5,4,5,4,3,3,3,3,3,5,5,5,4,4,3,5,4,2,5,4,5,1
15625,8,2,5,0,1,5,75,5,4,5,5,3,4,3,4,3,5,4,3,4,4,4,4,4,4,5,5,5,4,5,1,4,3,5,4,5,4,4,3,5,5,4,4,5,5,1
15624,5,2,5,1,1,3,40,3,5,4,5,5,4,4,4,3,4,4,5,3,4,5,5,4,4,4,5,3,4,4,5,4,4,3,5,5,4,4,4,5,4,4,5,3,5,0
15624,9,2,5,1,1,2.75,56.7,3,5,4,5,5,5,4,4,4,5,4,4,4,3,5,3,4,5,5,5,3,4,3,4,4,4,5,5,4,4,4,3,5,5,4,4,4,4,0
15624,12,2,5,1,1,3,50,5,5,4,5,5,5,4,4,4,5,5,5,3,3,5,5,4,5,5,5,3,4,4,3,5,5,5,5,5,4,5,3,5,5,4,5,4,5,0
15624,3,2,5,1,1,3,18.5,4,4,5,5,5,4,3,4,5,3,3,5,3,4,3,3,3,5,5,5,4,3,5,4,4,4,5,4,4,3,5,5,5,4,2,5,4,4,0
15622,12,2,1,1,1,1,65,5,4,5,5,4,5,4,3,3,5,5,2,4,5,3,3,4,5,5,5,5,5,4,3,4,4,5,5,5,4,5,4,5,5,5,5,4,4,1
15598,3,4,2,1,1,1,30,5,5,5,5,4,4,4,3,3,4,3,5,5,3,5,3,2,4,3,3,4,5,4,3,5,5,5,5,4,3,4,4,5,5,5,0,3,3,0
15598,7,4,2,1,1,4,55,5,5,5,5,3,4,4,4,4,5,4,4,5,3,5,3,4,5,5,5,4,4,5,3,5,5,5,5,5,4,5,4,5,5,5,4,5,1,0
15596,10,4,2,0,1,4,76,3,5,4,5,3,5,4,4,5,5,5,4,3,4,5,4,2,5,5,5,4,4,3,3,5,4,5,4,4,4,4,2,4,4,5,4,4,3,0
15596,6,4,2,0,1,4,70,3,4,5,0,4,5,3,4,5,5,5,5,4,4,5,5,4,4,5,5,4,4,3,4,5,5,5,4,4,4,4,4,5,4,5,5,4,5,0
15596,4,4,2,0,1,4,45,4,5,3,5,3,4,2,4,3,5,2,5,5,3,3,5,3,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,5,3,5,5,4,1,0
15595,5,4,4,1,1,1,52,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,4,5,4,5,5,4,4,3,4,3,5,5,4,5,4,5,1
15595,12,4,4,1,1,4.5,70,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,4,4,4,5,4,3,4,5,4,5,5,4,0,5,5,1
15594,7,4,4,0,1,1,78,5,5,5,5,4,5,4,5,4,5,3,5,5,4,5,5,4,5,5,5,4,5,4,4,4,5,5,4,4,4,5,4,5,4,4,5,4,3,0
15593,3,2,5,1,1,3,17.8,5,1,5,5,5,3,4,4,5,3,3,5,5,5,5,5,3,5,5,0,4,5,3,5,4,5,5,5,4,3,5,5,4,4,4,5,3,1,0
15593,12,2,5,1,1,5,57,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,3,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,3,4,0
15592,4,2,5,1,1,2,32,5,4,5,5,4,4,3,3,4,4,0,2,1,1,3,4,3,5,5,5,4,4,4,3,4,4,5,4,4,2,4,4,5,3,3,5,4,3,1
15591,5,2,5,1,1,4,37.5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0
15591,8,2,5,1,1,4,53,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0
15590,5,2,5,0,1,3,48,4,5,5,5,5,5,5,4,5,5,4,2,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,3,1
15590,12,2,5,0,1,1,75,5,5,5,5,3,5,3,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1
15588,14,2,5,0,1,3.5,69,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,4,5,4,4,5,5,5,5,5,5,4,3,5,4,4,1
15586,12,2,5,0,1,3,73,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,0
15586,6,2,5,0,1,3,51.1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0
15586,3,2,5,0,1,3,24.8,4,4,4,4,3,3,3,3,3,3,3,4,3,4,0,3,3,2,4,4,2,4,4,3,4,4,3,4,4,2,2,2,4,3,3,4,2,4,0
15586,9,2,5,0,1,3.5,63,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,0
15585,5,2,5,1,1,3,35,5,5,5,5,3,3,5,5,5,5,4,5,5,3,5,5,4,5,5,5,4,4,3,4,4,5,5,5,5,5,5,5,5,4,3,5,4,4,1
15585,7,2,5,1,1,4,37,5,5,5,5,4,4,3,5,4,5,4,5,5,5,5,4,4,5,5,5,5,4,3,4,5,5,5,5,4,5,5,5,5,4,3,5,5,5,1
15584,3,2,5,1,1,1,19.5,5,5,5,5,3,5,3,4,3,3,3,5,3,3,4,3,4,5,5,5,3,4,3,5,4,4,3,0,4,3,4,4,3,4,4,0,3,3,1
15584,10,2,5,1,1,3,57,5,5,5,5,4,0,4,4,5,5,4,5,4,4,5,4,3,4,4,4,4,5,4,4,5,4,3,4,4,4,4,3,0,4,3,5,4,4,1
15584,13,2,5,1,1,1,60,5,5,5,5,4,5,4,3,4,4,4,5,3,4,5,4,3,5,5,4,4,4,4,4,5,5,3,4,0,4,4,4,5,5,3,5,4,4,1
15580,10,2,5,0,1,42433,62,3,4,4,4,5,4,4,4,4,5,3,5,4,5,5,5,4,4,4,5,2,4,4,4,4,4,5,5,5,5,3,3,4,4,4,3,1,1,1
15580,7,2,5,0,1,4,66,4,4,4,4,4,3,3,4,4,5,5,5,5,5,5,5,3,4,4,4,2,3,2,4,3,3,5,4,0,3,3,2,4,4,4,3,2,1,1
15579,6,2,5,1,1,4.5,50,5,4,5,5,5,3,4,5,5,5,3,3,5,0,5,4,2,5,5,5,4,4,3,4,4,5,5,4,4,4,4,4,5,4,2,5,3,2,1
15579,14,2,5,1,1,3,76,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,3,5,5,5,5,4,4,4,4,4,5,4,4,4,5,4,5,4,1,5,4,3,1
15578,12,2,5,0,1,5,68,5,5,5,4,5,4,3,3,4,5,4,4,3,4,4,4,3,5,5,5,3,4,4,3,4,3,4,5,4,4,4,4,5,5,4,4,4,2,1
15574,7,2,5,1,1,3,45,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,3,4,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,0
15574,4,2,5,1,1,1,28,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,2,4,4,4,3,2,4,4,2,5,5,5,5,5,5,5,5,2,2,5,4,1,0
